gender,weight_kg,height_cm,age,activity_level,goal,gender_encoded,activity_encoded,goal_encoded,weight_kg_scaled,height_cm_scaled,age_scaled,bmr,tdee,calorie_goal,protein_target_g,protein_target_g,fat_target_g,fat_target_g,carbs_target_g,carbs_target_g
female,77.4,179.6,38,sedentary,gain,0,3,0,0.5882352941176471,0.8457142857142852,0.48780487804878053,1555.17,1866.2,2166.2,162.5,162.5,60.2,60.2,243.7,243.7
male,58.9,173.9,52,moderately_active,lose,1,2,1,0.24816176470588236,0.6828571428571433,0.8292682926829269,1416.79,2196.02,1696.02,148.4,148.4,56.5,56.5,148.4,148.4
male,78.5,151.4,29,lightly_active,gain,1,1,0,0.6084558823529412,0.040000000000000036,0.26829268292682934,1701.96,2340.2,2640.2,198.0,198.0,73.3,73.3,297.0,297.0
male,81.4,158.2,43,sedentary,gain,1,3,0,0.6617647058823531,0.234285714285714,0.6097560975609757,1693.97,2032.76,2332.76,175.0,175.0,64.8,64.8,262.4,262.4
male,88.5,160.9,36,extra_active,lose,1,0,1,0.792279411764706,0.3114285714285714,0.43902439024390244,1841.78,3499.38,2999.38,262.4,262.4,100.0,100.0,262.4,262.4
male,69.7,178.6,24,sedentary,maintain,1,3,2,0.4466911764705882,0.8171428571428567,0.14634146341463422,1742.99,2091.59,2091.59,156.9,156.9,69.7,69.7,209.2,209.2
female,60.7,165.1,24,sedentary,gain,0,3,0,0.2812500000000001,0.4314285714285715,0.14634146341463422,1416.45,1699.74,1999.74,150.0,150.0,55.5,55.5,225.0,225.0
male,67.8,157.3,43,sedentary,lose,1,3,1,0.4117647058823529,0.20857142857142907,0.6097560975609757,1507.45,1808.94,1308.94,114.5,114.5,43.6,43.6,114.5,114.5
female,71.3,169.2,57,moderately_active,gain,0,2,0,0.47610294117647045,0.548571428571428,0.9512195121951221,1384.28,2145.63,2445.63,183.4,183.4,67.9,67.9,275.1,275.1
male,79.9,169.8,22,sedentary,maintain,1,3,2,0.6341911764705884,0.5657142857142858,0.09756097560975613,1848.76,2218.51,2218.51,166.4,166.4,74.0,74.0,221.9,221.9
female,46.2,163.7,38,moderately_active,lose,0,2,1,0.014705882352941235,0.39142857142857146,0.48780487804878053,1217.41,1886.99,1386.99,121.4,121.4,46.2,46.2,121.4,121.4
male,78.0,163.8,31,extra_active,lose,1,0,1,0.5992647058823529,0.394285714285715,0.3170731707317073,1743.42,3312.5,2812.5,246.1,246.1,93.8,93.8,246.1,246.1
male,99.4,181.9,21,moderately_active,lose,1,2,1,0.9926470588235295,0.9114285714285719,0.07317073170731708,2173.74,3369.3,2869.3,251.1,251.1,95.6,95.6,251.1,251.1
female,82.3,159.7,40,extra_active,maintain,0,0,2,0.6783088235294118,0.2771428571428567,0.5365853658536586,1530.17,2907.32,2907.32,218.0,218.0,96.9,96.9,290.7,290.7
female,74.7,169.2,59,extra_active,gain,0,0,0,0.5386029411764707,0.548571428571428,1.0,1407.06,2673.41,2973.41,223.0,223.0,82.6,82.6,334.5,334.5
female,59.6,171.2,37,moderately_active,lose,0,2,1,0.26102941176470595,0.605714285714285,0.4634146341463415,1368.88,2121.76,1621.76,141.9,141.9,54.1,54.1,141.9,141.9
male,61.9,178.1,32,lightly_active,gain,1,1,0,0.3033088235294118,0.8028571428571425,0.34146341463414637,1590.67,2187.17,2487.17,186.5,186.5,69.1,69.1,279.8,279.8
female,78.3,157.7,46,very_active,gain,0,4,0,0.604779411764706,0.21999999999999975,0.6829268292682928,1461.01,2520.24,2820.24,211.5,211.5,78.3,78.3,317.3,317.3
male,65.3,174.8,25,sedentary,maintain,1,3,2,0.3658088235294118,0.7085714285714291,0.17073170731707316,1660.13,1992.16,1992.16,149.4,149.4,66.4,66.4,199.2,199.2
male,63.4,150.6,58,very_active,lose,1,4,1,0.3308823529411765,0.017142857142856904,0.9756097560975612,1331.2,2296.32,1796.32,157.2,157.2,59.9,59.9,157.2,157.2
female,67.8,157.8,36,sedentary,gain,0,3,0,0.4117647058823529,0.2228571428571433,0.43902439024390244,1407.52,1689.02,1989.02,149.2,149.2,55.3,55.3,223.8,223.8
female,62.8,177.4,56,sedentary,lose,0,3,1,0.31985294117647045,0.7828571428571429,0.9268292682926831,1335.41,1602.49,1200.0,105.0,105.0,40.0,40.0,105.0,105.0
male,84.2,160.1,45,extra_active,lose,1,0,1,0.7132352941176471,0.28857142857142826,0.6585365853658538,1729.24,3285.56,2785.56,243.7,243.7,92.9,92.9,243.7,243.7
male,70.3,175.5,44,sedentary,maintain,1,3,2,0.45772058823529405,0.7285714285714286,0.6341463414634148,1622.61,1947.13,1947.13,146.0,146.0,64.9,64.9,194.7,194.7
female,55.4,159.2,21,sedentary,lose,0,3,1,0.1838235294117646,0.26285714285714246,0.07317073170731708,1362.15,1634.58,1200.0,105.0,105.0,40.0,40.0,105.0,105.0
female,70.4,179.9,32,moderately_active,lose,0,2,1,0.4595588235294118,0.8542857142857141,0.34146341463414637,1517.35,2351.89,1851.89,162.0,162.0,61.7,61.7,162.0,162.0
female,99.2,168.0,52,very_active,gain,0,4,0,0.9889705882352943,0.5142857142857142,0.8292682926829269,1660.2,2863.85,3163.85,237.3,237.3,87.9,87.9,355.9,355.9
male,76.2,152.3,54,moderately_active,maintain,1,2,2,0.5661764705882354,0.06571428571428584,0.878048780487805,1533.54,2376.99,2376.99,178.3,178.3,79.2,79.2,237.7,237.7
male,49.3,172.0,18,sedentary,lose,1,3,1,0.0716911764705882,0.6285714285714281,0.0,1472.08,1766.5,1266.5,110.8,110.8,42.2,42.2,110.8,110.8
male,75.4,176.1,20,extra_active,gain,1,0,0,0.5514705882352943,0.7457142857142856,0.04878048780487804,1830.06,3477.11,3777.11,283.3,283.3,104.9,104.9,424.9,424.9
male,66.7,161.6,41,moderately_active,maintain,1,2,2,0.391544117647059,0.33142857142857096,0.5609756097560976,1524.7,2363.29,2363.29,177.2,177.2,78.8,78.8,236.3,236.3
male,83.5,174.5,44,moderately_active,maintain,1,2,2,0.7003676470588235,0.7000000000000002,0.6341463414634148,1794.65,2781.71,2781.71,208.6,208.6,92.7,92.7,278.2,278.2
male,66.6,174.0,57,lightly_active,gain,1,1,0,0.389705882352941,0.6857142857142859,0.9512195121951221,1492.04,2051.55,2351.55,176.4,176.4,65.3,65.3,264.5,264.5
female,62.7,174.0,53,sedentary,gain,0,3,0,0.3180147058823529,0.6857142857142859,0.853658536585366,1336.94,1604.33,1904.33,142.8,142.8,52.9,52.9,214.2,214.2
male,82.3,155.8,51,extra_active,gain,1,0,0,0.6783088235294118,0.16571428571428637,0.8048780487804879,1649.09,3133.27,3433.27,257.5,257.5,95.4,95.4,386.2,386.2
male,96.8,169.2,46,moderately_active,gain,1,2,0,0.9448529411764707,0.548571428571428,0.6829268292682928,1936.04,3000.86,3300.86,247.6,247.6,91.7,91.7,371.3,371.3
male,82.5,157.8,41,moderately_active,gain,1,2,0,0.6819852941176471,0.2228571428571433,0.5609756097560976,1718.14,2663.12,2963.12,222.2,222.2,82.3,82.3,333.4,333.4
female,72.5,166.7,41,extra_active,lose,0,0,1,0.49816176470588236,0.47714285714285687,0.5609756097560976,1456.91,2768.13,2268.13,198.5,198.5,75.6,75.6,198.5,198.5
male,67.6,156.8,59,sedentary,lose,1,3,1,0.40808823529411764,0.19428571428571484,1.0,1411.54,1693.85,1200.0,105.0,105.0,40.0,40.0,105.0,105.0
male,89.6,160.8,21,lightly_active,maintain,1,1,2,0.8124999999999999,0.3085714285714287,0.07317073170731708,1941.2,2669.15,2669.15,200.2,200.2,89.0,89.0,266.9,266.9
female,73.3,153.1,20,moderately_active,lose,0,2,1,0.5128676470588235,0.08857142857142808,0.04878048780487804,1513.1,2345.3,1845.3,161.5,161.5,61.5,61.5,161.5,161.5
male,47.7,161.1,51,lightly_active,lose,1,1,1,0.042279411764705954,0.3171428571428567,0.8048780487804879,1210.99,1665.11,1200.0,105.0,105.0,40.0,40.0,105.0,105.0
male,68.3,160.8,40,very_active,lose,1,4,1,0.42095588235294124,0.3085714285714287,0.5365853658536586,1547.98,2670.27,2170.27,189.9,189.9,72.3,72.3,189.9,189.9
male,77.8,179.6,40,sedentary,gain,1,3,0,0.5955882352941176,0.8457142857142852,0.5365853658536586,1765.47,2118.56,2418.56,181.4,181.4,67.2,67.2,272.1,272.1
male,69.8,177.7,22,very_active,maintain,1,4,2,0.44852941176470573,0.7914285714285709,0.09756097560975613,1751.36,3021.1,3021.1,226.6,226.6,100.7,100.7,302.1,302.1
male,46.8,158.8,48,very_active,maintain,1,4,2,0.025735294117646967,0.2514285714285718,0.7317073170731709,1204.93,2078.5,2078.5,155.9,155.9,69.3,69.3,207.9,207.9
female,79.9,156.0,58,very_active,maintain,0,4,2,0.6341911764705884,0.1714285714285717,0.9756097560975612,1418.58,2447.05,2447.05,183.5,183.5,81.6,81.6,244.7,244.7
female,68.0,155.2,23,sedentary,maintain,0,3,2,0.4154411764705882,0.14857142857142858,0.12195121951219517,1457.61,1749.13,1749.13,131.2,131.2,58.3,58.3,174.9,174.9
female,83.8,163.7,54,sedentary,lose,0,3,1,0.7058823529411765,0.39142857142857146,0.878048780487805,1495.81,1794.97,1294.97,113.3,113.3,43.2,43.2,113.3,113.3
male,75.0,168.2,27,extra_active,lose,1,0,1,0.5441176470588235,0.5199999999999996,0.21951219512195125,1747.05,3319.39,2819.39,246.7,246.7,94.0,94.0,246.7,246.7
male,76.7,156.8,57,lightly_active,gain,1,1,0,0.5753676470588237,0.19428571428571484,0.9512195121951221,1544.81,2124.11,2424.11,181.8,181.8,67.3,67.3,272.7,272.7
male,75.3,162.2,24,lightly_active,maintain,1,1,2,0.5496323529411765,0.34857142857142787,0.14634146341463422,1739.31,2391.55,2391.55,179.4,179.4,79.7,79.7,239.2,239.2
female,46.0,165.5,56,extra_active,lose,0,0,1,0.011029411764705843,0.44285714285714306,0.9268292682926831,1143.19,2172.06,1672.06,146.3,146.3,55.7,55.7,146.3,146.3
male,70.1,161.2,55,extra_active,lose,1,0,1,0.45404411764705876,0.3199999999999994,0.902439024390244,1488.86,2828.83,2328.83,203.8,203.8,77.6,77.6,203.8,203.8
male,57.9,178.4,38,very_active,gain,1,4,0,0.22977941176470595,0.8114285714285714,0.48780487804878053,1504.46,2595.19,2895.19,217.1,217.1,80.4,80.4,325.7,325.7
female,57.9,185.0,37,extra_active,gain,0,0,0,0.22977941176470595,1.0,0.4634146341463415,1395.91,2652.23,2952.23,221.4,221.4,82.0,82.0,332.1,332.1
male,99.5,152.8,20,moderately_active,gain,1,2,0,0.9944852941176471,0.08000000000000007,0.04878048780487804,2041.11,3163.72,3463.72,259.8,259.8,96.2,96.2,389.7,389.7
female,72.3,176.1,39,lightly_active,lose,0,1,1,0.4944852941176471,0.7457142857142856,0.5121951219512195,1492.84,2052.65,1552.65,135.9,135.9,51.8,51.8,135.9,135.9
female,62.8,170.5,21,extra_active,lose,0,0,1,0.31985294117647045,0.5857142857142854,0.07317073170731708,1465.58,2784.6,2284.6,199.9,199.9,76.2,76.2,199.9,199.9
female,55.9,159.8,45,moderately_active,gain,0,2,0,0.19301470588235292,0.28000000000000025,0.6585365853658538,1264.71,1960.3,2260.3,169.5,169.5,62.8,62.8,254.3,254.3
male,84.9,179.6,29,moderately_active,maintain,1,2,2,0.7261029411764707,0.8457142857142852,0.26829268292682934,1923.03,2980.7,2980.7,223.6,223.6,99.4,99.4,298.1,298.1
male,89.2,163.0,55,moderately_active,gain,1,2,0,0.8051470588235295,0.371428571428571,0.902439024390244,1753.38,2717.74,3017.74,226.3,226.3,83.8,83.8,339.5,339.5
male,63.1,167.6,53,moderately_active,gain,1,2,0,0.3253676470588235,0.5028571428571427,0.853658536585366,1437.14,2227.57,2527.57,189.6,189.6,70.2,70.2,284.4,284.4
male,76.2,162.5,58,very_active,gain,1,4,0,0.5661764705882354,0.35714285714285676,0.9756097560975612,1559.78,2690.62,2990.62,224.3,224.3,83.1,83.1,336.4,336.4
male,76.8,161.4,22,moderately_active,gain,1,2,0,0.5772058823529412,0.3257142857142856,0.09756097560975613,1766.92,2738.73,3038.73,227.9,227.9,84.4,84.4,341.9,341.9
male,72.7,174.3,30,very_active,lose,1,4,1,0.5018382352941176,0.6942857142857148,0.2926829268292683,1728.48,2981.63,2481.63,217.1,217.1,82.7,82.7,217.1,217.1
male,53.8,154.0,40,very_active,maintain,1,4,2,0.15441176470588225,0.11428571428571388,0.5365853658536586,1321.09,2278.88,2278.88,170.9,170.9,76.0,76.0,227.9,227.9
female,92.4,164.6,47,moderately_active,gain,0,2,0,0.8639705882352943,0.41714285714285726,0.7073170731707319,1608.44,2493.08,2793.08,209.5,209.5,77.6,77.6,314.2,314.2
male,72.2,150.8,54,lightly_active,maintain,1,1,2,0.49264705882352955,0.02285714285714313,0.878048780487805,1472.76,2025.05,2025.05,151.9,151.9,67.5,67.5,202.5,202.5
female,71.2,168.4,42,moderately_active,maintain,0,2,2,0.4742647058823529,0.5257142857142858,0.5853658536585367,1445.82,2241.02,2241.02,168.1,168.1,74.7,74.7,224.1,224.1
male,55.9,160.9,44,moderately_active,maintain,1,2,2,0.19301470588235292,0.3114285714285714,0.6341463414634148,1359.63,2107.43,2107.43,158.1,158.1,70.2,70.2,210.7,210.7
male,83.0,154.6,31,moderately_active,gain,1,2,0,0.6911764705882354,0.13142857142857167,0.3170731707317073,1766.25,2737.69,3037.69,227.8,227.8,84.4,84.4,341.7,341.7
male,63.2,169.3,53,lightly_active,lose,1,1,1,0.32720588235294124,0.5514285714285716,0.853658536585366,1446.64,1989.13,1489.13,130.3,130.3,49.6,49.6,130.3,130.3
female,62.3,168.2,56,sedentary,gain,0,3,0,0.31066176470588236,0.5199999999999996,0.9268292682926831,1302.28,1562.74,1862.74,139.7,139.7,51.7,51.7,209.6,209.6
female,88.4,173.0,33,sedentary,maintain,0,3,2,0.7904411764705884,0.6571428571428575,0.3658536585365854,1658.09,1989.71,1989.71,149.2,149.2,66.3,66.3,199.0,199.0
female,80.9,160.7,39,very_active,maintain,0,4,2,0.6525735294117648,0.30571428571428516,0.5121951219512195,1524.65,2630.02,2630.02,197.3,197.3,87.7,87.7,263.0,263.0
female,92.9,167.4,38,very_active,lose,0,4,1,0.8731617647058826,0.49714285714285733,0.48780487804878053,1660.7,2864.71,2364.71,206.9,206.9,78.8,78.8,206.9,206.9
male,61.3,166.5,38,lightly_active,gain,1,1,0,0.29227941176470573,0.47142857142857153,0.48780487804878053,1492.91,2052.75,2352.75,176.5,176.5,65.4,65.4,264.7,264.7
female,90.8,165.8,25,extra_active,maintain,0,0,2,0.8345588235294118,0.45142857142857196,0.17073170731707316,1692.62,3215.98,3215.98,241.2,241.2,107.2,107.2,321.6,321.6
male,64.1,181.8,33,sedentary,lose,1,3,1,0.3437499999999999,0.9085714285714293,0.3658536585365854,1632.23,1958.68,1458.68,127.6,127.6,48.6,48.6,127.6,127.6
male,61.4,165.9,48,very_active,maintain,1,4,2,0.2941176470588235,0.4542857142857146,0.7317073170731709,1434.6,2474.68,2474.68,185.6,185.6,82.5,82.5,247.5,247.5
female,62.4,155.5,59,sedentary,lose,0,3,1,0.3124999999999999,0.15714285714285747,1.0,1250.87,1501.04,1200.0,105.0,105.0,40.0,40.0,105.0,105.0
female,91.7,167.5,27,lightly_active,lose,0,1,1,0.8511029411764707,0.5,0.21951219512195125,1697.55,2334.13,1834.13,160.5,160.5,61.1,61.1,160.5,160.5
female,84.9,171.5,49,lightly_active,gain,0,1,0,0.7261029411764707,0.6142857142857139,0.7560975609756098,1551.8,2133.72,2433.72,182.5,182.5,67.6,67.6,273.8,273.8
female,46.2,153.0,51,extra_active,maintain,0,0,2,0.014705882352941235,0.08571428571428541,0.8048780487804879,1127.97,2143.14,2143.14,160.7,160.7,71.4,71.4,214.3,214.3
female,71.1,159.3,26,extra_active,gain,0,0,0,0.47242647058823517,0.265714285714286,0.1951219512195122,1485.99,2823.38,3123.38,234.3,234.3,86.8,86.8,351.4,351.4
female,94.5,169.6,34,lightly_active,maintain,0,1,2,0.9025735294117648,0.5599999999999996,0.39024390243902446,1699.64,2337.01,2337.01,175.3,175.3,77.9,77.9,233.7,233.7
female,79.6,178.2,28,very_active,gain,0,4,0,0.6286764705882352,0.8057142857142852,0.2439024390243903,1614.48,2784.98,3084.98,231.4,231.4,85.7,85.7,347.1,347.1
female,91.7,172.4,49,sedentary,maintain,0,3,2,0.8511029411764707,0.6400000000000006,0.7560975609756098,1617.47,1940.96,1940.96,145.6,145.6,64.7,64.7,194.1,194.1
male,74.8,161.8,27,moderately_active,gain,1,2,0,0.5404411764705882,0.3371428571428572,0.21951219512195125,1713.66,2656.17,2956.17,221.7,221.7,82.1,82.1,332.6,332.6
female,52.4,178.2,39,extra_active,lose,0,0,1,0.12867647058823528,0.8057142857142852,0.5121951219512195,1315.33,2499.13,1999.13,174.9,174.9,66.6,66.6,174.9,174.9
female,75.8,155.7,34,moderately_active,maintain,0,2,2,0.5588235294117646,0.1628571428571428,0.39024390243902446,1483.65,2299.66,2299.66,172.5,172.5,76.7,76.7,230.0,230.0
male,76.1,154.1,21,very_active,maintain,1,4,2,0.5643382352941176,0.11714285714285655,0.07317073170731708,1728.18,2981.11,2981.11,223.6,223.6,99.4,99.4,298.1,298.1
female,75.8,165.2,42,extra_active,lose,0,0,1,0.5588235294117646,0.43428571428571416,0.5853658536585367,1478.45,2809.05,2309.05,202.0,202.0,77.0,77.0,202.0,202.0
male,77.6,157.7,38,moderately_active,gain,1,2,0,0.5919117647058824,0.21999999999999975,0.48780487804878053,1669.05,2587.03,2887.03,216.5,216.5,80.2,80.2,324.8,324.8
male,65.4,160.2,54,very_active,maintain,1,4,2,0.36764705882352955,0.2914285714285709,0.878048780487805,1426.77,2461.18,2461.18,184.6,184.6,82.0,82.0,246.1,246.1
female,70.0,159.8,55,sedentary,maintain,0,3,2,0.45220588235294124,0.28000000000000025,0.902439024390244,1351.79,1622.15,1622.15,121.7,121.7,54.1,54.1,162.2,162.2
male,72.3,161.5,18,very_active,gain,1,4,0,0.4944852941176471,0.3285714285714283,0.0,1729.82,2983.94,3283.94,246.3,246.3,91.2,91.2,369.4,369.4
male,79.5,161.7,42,extra_active,lose,1,0,1,0.6268382352941176,0.33428571428571363,0.5853658536585367,1690.99,3212.88,2712.88,237.4,237.4,90.4,90.4,237.4,237.4
male,95.8,161.4,53,lightly_active,gain,1,1,0,0.926470588235294,0.3257142857142856,0.853658536585366,1845.47,2537.52,2837.52,212.8,212.8,78.8,78.8,319.2,319.2
male,69.7,167.1,34,sedentary,gain,1,3,0,0.4466911764705882,0.48857142857142843,0.39024390243902446,1631.03,1957.24,2257.24,169.3,169.3,62.7,62.7,253.9,253.9
female,76.9,166.5,58,moderately_active,gain,0,2,0,0.579044117647059,0.47142857142857153,0.9756097560975612,1423.36,2206.21,2506.21,188.0,188.0,69.6,69.6,281.9,281.9
male,97.3,166.2,41,extra_active,maintain,1,0,2,0.9540441176470588,0.46285714285714263,0.5609756097560976,1956.73,3717.79,3717.79,278.8,278.8,123.9,123.9,371.8,371.8
female,49.7,182.7,19,lightly_active,lose,0,1,1,0.07904411764705888,0.9342857142857142,0.024390243902439046,1390.9,1912.49,1412.49,123.6,123.6,47.1,47.1,123.6,123.6
male,50.0,166.2,57,very_active,lose,1,4,1,0.0845588235294118,0.46285714285714263,0.9512195121951221,1232.22,2125.58,1625.58,142.2,142.2,54.2,54.2,142.2,142.2
male,72.4,154.0,32,lightly_active,gain,1,1,0,0.49632352941176483,0.11428571428571388,0.34146341463414637,1615.69,2221.57,2521.57,189.1,189.1,70.0,70.0,283.7,283.7
male,62.2,152.2,49,extra_active,maintain,1,0,2,0.30882352941176483,0.06285714285714228,0.7560975609756098,1373.89,2610.39,2610.39,195.8,195.8,87.0,87.0,261.0,261.0
male,53.0,167.1,56,extra_active,gain,1,0,0,0.13970588235294112,0.48857142857142843,0.9268292682926831,1282.4,2436.56,2736.56,205.2,205.2,76.0,76.0,307.9,307.9
female,79.0,158.8,23,lightly_active,maintain,0,1,2,0.6176470588235293,0.2514285714285718,0.12195121951219517,1570.48,2159.41,2159.41,162.0,162.0,72.0,72.0,215.9,215.9
female,95.2,161.6,18,very_active,maintain,0,4,2,0.9154411764705882,0.33142857142857096,0.0,1750.6,3019.78,3019.78,226.5,226.5,100.7,100.7,302.0,302.0
male,90.5,172.2,40,lightly_active,maintain,1,1,2,0.8290441176470588,0.6342857142857143,0.5365853658536586,1900.1,2612.64,2612.64,195.9,195.9,87.1,87.1,261.3,261.3
male,55.8,151.2,56,extra_active,maintain,1,0,2,0.19117647058823517,0.03428571428571381,0.9268292682926831,1243.61,2362.86,2362.86,177.2,177.2,78.8,78.8,236.3,236.3
female,76.9,167.7,34,extra_active,lose,0,0,1,0.579044117647059,0.5057142857142853,0.39024390243902446,1531.0,2908.9,2408.9,210.8,210.8,80.3,80.3,210.8,210.8
male,66.2,182.7,51,moderately_active,maintain,1,2,2,0.3823529411764707,0.9342857142857142,0.8048780487804879,1562.49,2421.86,2421.86,181.6,181.6,80.7,80.7,242.2,242.2
male,63.2,160.2,58,moderately_active,maintain,1,2,2,0.32720588235294124,0.2914285714285709,0.9756097560975612,1374.59,2130.61,2130.61,159.8,159.8,71.0,71.0,213.1,213.1
male,56.5,162.5,46,sedentary,gain,1,3,0,0.20404411764705876,0.35714285714285676,0.6829268292682928,1363.99,1636.79,1936.79,145.3,145.3,53.8,53.8,217.9,217.9
female,80.6,168.5,26,extra_active,gain,0,0,0,0.6470588235294116,0.5285714285714285,0.1951219512195122,1602.33,3044.43,3344.43,250.8,250.8,92.9,92.9,376.2,376.2
female,89.3,150.4,30,moderately_active,lose,0,2,1,0.8069852941176471,0.011428571428571566,0.2926829268292683,1609.39,2494.55,1994.55,174.5,174.5,66.5,66.5,174.5,174.5
female,64.2,182.5,23,lightly_active,gain,0,1,0,0.34558823529411764,0.9285714285714288,0.12195121951219517,1507.05,2072.19,2372.19,177.9,177.9,65.9,65.9,266.9,266.9
male,69.0,163.8,23,very_active,maintain,1,4,2,0.4338235294117646,0.394285714285715,0.12195121951219517,1668.26,2877.75,2877.75,215.8,215.8,95.9,95.9,287.8,287.8
male,92.0,164.5,37,lightly_active,gain,1,1,0,0.8566176470588235,0.4142857142857146,0.4634146341463415,1900.27,2612.87,2912.87,218.5,218.5,80.9,80.9,327.7,327.7
female,60.0,184.1,20,very_active,lose,0,4,1,0.2683823529411765,0.9742857142857142,0.04878048780487804,1486.15,2563.61,2063.61,180.6,180.6,68.8,68.8,180.6,180.6
female,93.1,174.0,34,moderately_active,gain,0,2,0,0.8768382352941176,0.6857142857142859,0.39024390243902446,1700.32,2635.5,2935.5,220.2,220.2,81.5,81.5,330.2,330.2
female,60.7,156.0,29,sedentary,gain,0,3,0,0.2812500000000001,0.1714285714285717,0.26829268292682934,1366.6,1639.92,1939.92,145.5,145.5,53.9,53.9,218.2,218.2
female,46.6,161.3,18,lightly_active,lose,0,1,1,0.022058823529411797,0.32285714285714295,0.0,1300.27,1787.87,1287.87,112.7,112.7,42.9,42.9,112.7,112.7
male,64.2,166.1,34,lightly_active,lose,1,1,1,0.34558823529411764,0.45999999999999996,0.39024390243902446,1552.55,2134.76,1634.76,143.0,143.0,54.5,54.5,143.0,143.0
female,61.7,155.6,20,lightly_active,maintain,0,1,2,0.2996323529411765,0.16000000000000014,0.04878048780487804,1413.58,1943.67,1943.67,145.8,145.8,64.8,64.8,194.4,194.4
male,65.3,178.3,43,very_active,gain,1,4,0,0.3658088235294118,0.8085714285714287,0.6097560975609757,1574.74,2716.43,3016.43,226.2,226.2,83.8,83.8,339.3,339.3
female,84.5,169.1,32,moderately_active,maintain,0,2,2,0.7187500000000001,0.5457142857142854,0.34146341463414637,1614.28,2502.13,2502.13,187.7,187.7,83.4,83.4,250.2,250.2
male,50.7,150.2,53,lightly_active,gain,1,1,0,0.09742647058823539,0.005714285714285339,0.853658536585366,1187.52,1632.84,1932.84,145.0,145.0,53.7,53.7,217.4,217.4
female,83.9,170.0,49,lightly_active,gain,0,1,0,0.7077205882352943,0.5714285714285712,0.7560975609756098,1537.91,2114.63,2414.63,181.1,181.1,67.1,67.1,271.6,271.6
female,86.2,163.5,49,sedentary,maintain,0,3,2,0.7500000000000001,0.3857142857142861,0.7560975609756098,1539.04,1846.85,1846.85,138.5,138.5,61.6,61.6,184.7,184.7
female,79.4,174.1,21,sedentary,gain,0,3,0,0.6250000000000001,0.6885714285714286,0.07317073170731708,1630.24,1956.29,2256.29,169.2,169.2,62.7,62.7,253.8,253.8
female,67.4,171.6,35,moderately_active,gain,0,2,0,0.40441176470588236,0.6171428571428565,0.4146341463414634,1450.91,2248.91,2548.91,191.2,191.2,70.8,70.8,286.8,286.8
male,45.4,150.3,36,moderately_active,gain,1,2,0,0.0,0.008571428571428896,0.43902439024390244,1213.5,1880.92,2180.92,163.6,163.6,60.6,60.6,245.4,245.4
female,58.1,175.2,52,extra_active,lose,0,0,1,0.23345588235294124,0.7199999999999998,0.8292682926829269,1302.45,2474.65,1974.65,172.8,172.8,65.8,65.8,172.8,172.8
male,95.9,166.7,57,sedentary,maintain,1,3,2,0.9283088235294118,0.47714285714285687,0.9512195121951221,1849.54,2219.45,2219.45,166.5,166.5,74.0,74.0,221.9,221.9
male,81.3,164.8,31,extra_active,lose,1,0,1,0.6599264705882352,0.4228571428571435,0.3170731707317073,1792.43,3405.62,2905.62,254.2,254.2,96.9,96.9,254.2,254.2
male,59.0,152.9,50,very_active,maintain,1,4,2,0.2500000000000001,0.08285714285714274,0.7804878048780488,1328.7,2292.01,2292.01,171.9,171.9,76.4,76.4,229.2,229.2
male,46.3,165.1,31,extra_active,maintain,1,0,2,0.016544117647058765,0.4314285714285715,0.3170731707317073,1324.97,2517.44,2517.44,188.8,188.8,83.9,83.9,251.7,251.7
female,97.6,165.4,51,lightly_active,gain,0,1,0,0.9595588235294118,0.4400000000000004,0.8048780487804879,1641.68,2257.31,2557.31,191.8,191.8,71.0,71.0,287.7,287.7
male,60.9,181.3,21,extra_active,maintain,1,0,2,0.28492647058823517,0.894285714285715,0.07317073170731708,1655.08,3144.65,3144.65,235.8,235.8,104.8,104.8,314.5,314.5
male,50.3,165.3,41,moderately_active,lose,1,2,1,0.09007352941176461,0.4371428571428577,0.5609756097560976,1322.75,2050.26,1550.26,135.6,135.6,51.7,51.7,135.6,135.6
male,77.8,173.1,46,very_active,lose,1,4,1,0.5955882352941176,0.6600000000000001,0.6829268292682928,1700.21,2932.86,2432.86,212.9,212.9,81.1,81.1,212.9,212.9
female,72.6,162.9,36,lightly_active,lose,0,1,1,0.4999999999999999,0.36857142857142833,0.43902439024390244,1467.71,2018.1,1518.1,132.8,132.8,50.6,50.6,132.8,132.8
female,55.8,151.8,23,extra_active,maintain,0,0,2,0.19117647058823517,0.0514285714285716,0.12195121951219517,1334.26,2535.09,2535.09,190.1,190.1,84.5,84.5,253.5,253.5
female,94.2,159.8,50,very_active,lose,0,4,1,0.8970588235294118,0.28000000000000025,0.7804878048780488,1597.22,2755.2,2255.2,197.3,197.3,75.2,75.2,197.3,197.3
female,96.9,151.6,57,very_active,maintain,0,4,2,0.9466911764705884,0.045714285714285374,0.9512195121951221,1566.47,2702.16,2702.16,202.7,202.7,90.1,90.1,270.2,270.2
male,80.4,158.2,36,lightly_active,lose,1,1,1,0.6433823529411765,0.234285714285714,0.43902439024390244,1720.31,2365.43,1865.43,163.2,163.2,62.2,62.2,163.2,163.2
male,86.3,158.1,18,extra_active,lose,1,0,1,0.7518382352941176,0.23142857142857132,0.0,1901.06,3612.01,3112.01,272.3,272.3,103.7,103.7,272.3,272.3
